100 88 5
71	46
40	42
63	30
40	1
25	21
60	11
61	3
48	45
37	4
42	54
32	75
46	39
69	44
25	48
63	37
8	13
27	48
24	28
13	66
40	52
70	27
30	43
77	39
54	36
59	16
21	26
58	61
79	28
63	33
22	41
8	37
76	45
9	22
36	50
78	41
24	23
26	50
78	19
12	58
62	60
36	33
28	68
51	21
23	66
24	3
25	3
53	25
80	48
33	79
45	34
55	2
28	67
28	56
8	13
24	55
75	17
33	23
67	23
51	73
20	58
38	9
44	51
56	60
14	41
58	33
17	1
2	25
46	51
16	3
77	5
19	77
47	37
29	23
16	75
77	62
24	75
71	73
5	45
23	80
33	29
51	29
49	3
19	28
69	60
73	4
64	80
3	74
27	49
80	55
43	57
50	65
8	25
47	7
65	19
13	40
62	37
15	79
61	5
36	60
6	58
37	5
15	29
51	27
47	75
72	80
44	14
72	62
19	7
52	51
25	76
55	56
25	39
53	73
53	47
76	7
69	48
49	62
15	47
44	40
18	78
48	56
32	66
52	34
23	78
10	38
54	22
64	57
28	64
42	37
43	34
78	26
48	30
45	54
73	23
80	28
74	70
17	76
76	69
26	55
59	5
64	2
21	9
78	16
2	29
66	25
5	28
55	42
22	56
77	4
50	29
47	45
39	55
44	31
68	12
69	44
21	27
38	78
65	62
36	52
60	79
69	52
46	7
54	71
17	5
36	43
16	30
10	24
67	46
80	29
51	43
56	29
72	28
8	36
27	70
46	61
77	54
8	21
8	64
6	36
72	29
63	53
70	49
5	18
65	40
68	21
66	55
19	58
39	29
42	7
61	47
34	30
32	18
42	12
71	60
13	6
56	20
66	15
35	38
4	23
43	20
11	43
57	56
14	35
12	28
42	58
70	65
76	32
12	28
1	13
71	35
14	27
15	34
46	64
69	71
46	37
55	32
78	62
48	40
3	28
73	14
29	30
74	26
50	35
67	47
62	29
68	77
71	59
67	46
22	4
18	3
22	1
69	10
60	10
25	11
25	41
2	68
45	74
13	44
59	54
26	33
56	36
31	46
12	46
59	38
49	2
63	37
74	8
56	35
60	70
26	37
57	78
5	52
57	54
75	28
33	57
47	23
30	76
58	48
76	60
41	49
10	58
73	78
22	59
62	25
29	59
36	63
77	57
45	66
75	58
26	37
30	13
58	60
10	54
68	25
69	35
75	61
25	48
5	32
58	18
23	70
76	78
41	78
27	36
51	58
77	68
80	64
29	48
65	30
37	72
23	42
24	1
74	15
46	13
61	7
76	37
5	76
69	28
17	51
73	1
7	77
7	73
42	56
11	66
63	17
62	18
1	79
64	37
5	29
70	72
52	1
1	62
34	64
35	21
69	44
8	27
71	30
42	70
61	32
80	61
14	71
31	57
72	63
48	46
37	53
23	17
9	2
80	58
73	51
43	29
16	37
61	30
4	70
3	47
73	14
53	60
78	29
60	68
44	71
23	63
71	1
29	57
15	16
72	6
3	17
55	21
75	49
38	69
55	34
32	7
73	49
78	39
33	59
28	17
55	80
13	66
48	8
1	13
31	17
74	40
61	70
37	45
53	80
7	11
11	32
2	41
3	76
16	59
31	68
24	19
76	53
21	73
20	59
25	14
12	67
16	58
37	1
73	60
35	78
75	44
22	1
28	73
4	5
30	14
78	54
69	54
73	37
62	31
48	46
31	78
25	76
60	21
78	8
37	15
46	29
11	62
21	8
65	13
70	1
34	75
20	32
68	44
41	78
19	10
67	23
24	13
52	80
30	45
15	38
48	67
70	18
13	54
48	9
21	8
1	2
54	78
50	39
76	9
18	57
35	1
18	30
71	19
76	8
58	44
76	38
38	3
66	35
72	80
62	72
5	34
74	7
6	32
41	65
12	45
43	26
8	5
80	32
31	16
14	4
8	76
56	29
72	1
60	19
11	22
71	57
22	24
61	40
34	63
28	39
28	1
21	39
42	54
26	38
67	4
43	14
39	12
64	36
56	37
44	31
40	73
58	68
2	55
66	26
73	80
31	72
73	17
18	4
67	75
25	71
1	63
51	32
66	56
79	28
27	1
52	64
3	29
27	4
30	11
66	34
35	22
19	3
10	54
35	18
69	51
47	32
69	74
57	79
64	52
66	45
2	70
36	60
13	46
53	67
48	70
51	25
49	27
56	70
19	58
73	54
39	74
21	48
76	9
74	46
62	30
45	12
1	6
76	29
13	17
21	42
39	28
57	55
3	9
11	48
16	45
18	32
36	32
16	55
8	69
58	54
77	11
6	79
43	12
8	21
15	47
58	31
57	11
55	54
24	44
52	69
69	22
76	45
25	56
5	42
41	10
50	70
3	49
42	47
52	9
56	76
68	63
58	70
44	42
28	20
19	65
66	67
47	66
30	65
52	19
35	10
49	65
39	5
53	45
62	21
63	4
44	12
45	33
55	6
46	42
26	25
64	73
4	76
23	6
70	64
1	63
26	34
1	49
54	46
72	52
61	44
74	49
76	13
22	37
29	1
39	16
66	35
43	38
53	54
21	71
1	41
43	24
15	3
34	64
75	20
29	7
5	99
7	62
40	26
52	44
26	44
13	32
10	57
35	21
23	75
66	42
49	12
79	10
43	19
37	46
50	62
23	24
72	67
79	31
57	60
10	9
